transaction_id,amount,true_failure_cause,predicted_failure_cause,ai_action,ai_recovered,baseline_action,baseline_recovered
TXN100037,3857.35,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100038,11896.09,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100039,689.02,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100040,2602.85,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100041,6119.4,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100042,905.38,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100043,326.98,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100044,552.27,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100045,3710.8,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100046,583.04,insufficient_funds,insufficient_funds,suggest_alt_payment_method,True,retry_24h,False
TXN100047,2506.92,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100048,139.24,network_error,network_error,retry_immediate,False,retry_24h,False
TXN100049,7084.45,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100050,8976.29,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100051,1152.58,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100052,488.13,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100053,5714.81,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100054,1859.56,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100055,1601.86,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100056,2200.29,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100057,690.85,network_error,network_error,retry_immediate,False,retry_24h,False
TXN100058,3306.89,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100059,4778.78,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100060,6417.4,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100061,683.62,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100062,1434.76,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,True
TXN100063,7702.5,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100064,1944.93,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100065,1109.7,network_error,bank_timeout,retry_2h,True,retry_24h,False
TXN100066,4158.65,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100067,3124.11,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100068,2433.25,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100069,4712.68,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100070,4760.0,insufficient_funds,insufficient_funds,suggest_alt_payment_method,False,retry_24h,True
TXN100071,1669.91,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100072,4942.17,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100073,646.09,bank_timeout,bank_timeout,suggest_alt_payment_method,True,retry_24h,True
TXN100074,2056.68,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100075,1574.6,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100076,4091.41,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100077,4182.16,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100078,1946.86,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100079,7655.35,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100080,750.89,bank_timeout,bank_timeout,retry_24h,True,retry_24h,False
TXN100081,507.36,network_error,network_error,retry_immediate,False,retry_24h,False
TXN100082,2025.75,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100083,481.96,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100084,318.4,network_error,bank_timeout,retry_2h,True,retry_24h,True
TXN100085,1647.03,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100086,2002.84,network_error,network_error,retry_immediate,False,retry_24h,True
TXN100087,1311.71,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,True
TXN100088,1544.17,bank_timeout,network_error,retry_immediate,True,retry_24h,True
TXN100089,3571.73,network_error,network_error,suggest_alt_payment_method,True,retry_24h,False
TXN100090,2735.37,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100091,273.67,insufficient_funds,insufficient_funds,suggest_alt_payment_method,False,retry_24h,True
TXN100092,882.87,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100093,2807.93,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100094,734.7,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100095,1258.9,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100096,1169.06,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100097,6307.89,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100098,1440.79,network_error,network_error,retry_immediate,False,retry_24h,True
TXN100099,713.81,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100100,4486.79,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,True
TXN100101,1151.03,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100102,1352.01,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100103,4352.26,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100104,10327.5,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,True
TXN100105,2092.36,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100106,1414.57,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100107,1236.54,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100108,2204.39,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100109,6353.19,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100110,2201.37,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100111,3295.47,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100112,1340.13,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100113,923.05,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100114,5453.28,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100115,2269.28,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100116,2304.79,bank_timeout,bank_timeout,retry_24h,False,retry_24h,True
TXN100117,2567.49,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100118,2266.41,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100119,3232.75,insufficient_funds,insufficient_funds,suggest_alt_payment_method,False,retry_24h,False
TXN100120,1069.52,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100121,2072.57,bank_timeout,network_error,retry_immediate,False,retry_24h,False
TXN100122,2719.63,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100123,4493.66,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100124,1261.17,insufficient_funds,insufficient_funds,suggest_alt_payment_method,False,retry_24h,False
TXN100125,2918.1,network_error,bank_timeout,retry_2h,False,retry_24h,True
TXN100126,600.39,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100127,9932.55,fraud_false_positive,insufficient_funds,retry_72h,True,retry_24h,False
TXN100128,2755.82,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100129,1391.3,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100130,2144.02,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100131,10152.34,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100132,1482.54,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100133,2157.07,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100134,3421.11,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100135,2702.99,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100136,3374.23,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100137,3501.09,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100138,902.12,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100139,1884.39,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100140,5082.92,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100141,4280.44,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100142,1118.54,network_error,network_error,retry_immediate,False,retry_24h,True
TXN100143,643.37,network_error,network_error,retry_immediate,False,retry_24h,False
TXN100144,4871.84,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100145,495.24,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100146,1060.58,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100147,2718.67,network_error,network_error,retry_immediate,False,retry_24h,True
TXN100148,3263.37,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,True
TXN100149,778.12,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100150,1073.69,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100151,1506.77,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100152,2611.52,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100153,2857.79,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100154,4778.02,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100155,2353.3,bank_timeout,bank_timeout,suggest_alt_payment_method,False,retry_24h,False
TXN100156,7771.11,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100157,4311.39,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100158,4689.04,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100159,2370.7,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100160,1843.27,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100161,4421.75,insufficient_funds,insufficient_funds,suggest_alt_payment_method,False,retry_24h,False
TXN100162,4491.69,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100163,2854.79,insufficient_funds,insufficient_funds,suggest_alt_payment_method,True,retry_24h,True
TXN100164,1548.71,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100165,7616.15,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100166,2396.52,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100167,4478.04,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100168,2385.19,bank_timeout,bank_timeout,suggest_alt_payment_method,True,retry_24h,False
TXN100169,1012.68,insufficient_funds,insufficient_funds,suggest_alt_payment_method,True,retry_24h,False
TXN100170,3432.51,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100171,3494.45,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100172,2035.51,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100173,1100.34,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100174,1952.83,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100175,2141.97,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100176,3278.79,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100177,3329.83,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,True
TXN100178,4539.48,network_error,network_error,retry_immediate,False,retry_24h,True
TXN100179,4388.32,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100180,921.29,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100181,1448.61,network_error,network_error,retry_immediate,False,retry_24h,False
TXN100182,1531.85,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100183,3233.71,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100184,2607.57,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100185,3817.81,insufficient_funds,insufficient_funds,suggest_alt_payment_method,False,retry_24h,False
TXN100186,1096.9,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100187,3141.81,bank_timeout,bank_timeout,retry_24h,False,retry_24h,True
TXN100188,3465.36,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100189,765.53,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100190,2184.7,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100191,1347.37,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100192,3128.87,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100193,280.16,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100194,5373.35,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100195,2520.21,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100196,1968.86,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100197,1625.31,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100198,699.74,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100199,702.67,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100200,2212.54,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100201,3514.19,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100202,2872.99,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100203,1204.94,network_error,network_error,retry_immediate,False,retry_24h,False
TXN100204,1501.7,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100205,1264.66,network_error,bank_timeout,retry_2h,True,retry_24h,False
TXN100206,3557.96,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100207,1082.43,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100208,623.67,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100209,3326.35,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100210,8421.95,insufficient_funds,insufficient_funds,suggest_alt_payment_method,False,retry_24h,False
TXN100211,1818.55,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100212,1679.36,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100213,1213.53,insufficient_funds,insufficient_funds,suggest_alt_payment_method,True,retry_24h,False
TXN100214,5420.7,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100215,5048.17,insufficient_funds,insufficient_funds,suggest_alt_payment_method,False,retry_24h,False
TXN100216,973.68,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100217,2561.26,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100218,2229.93,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,True
TXN100219,784.03,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100220,8461.67,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100221,1410.3,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100222,8113.19,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100223,880.42,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100224,1198.27,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100225,5973.29,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100226,6580.74,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100227,1671.55,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100228,1815.57,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100229,3786.02,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100230,3275.67,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100231,1831.63,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100232,1810.02,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100233,97.43,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100234,2580.1,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100235,6409.19,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100236,2624.77,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100237,1369.01,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100238,3207.12,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100239,1682.12,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,True
TXN100240,5504.8,network_error,network_error,retry_immediate,False,retry_24h,False
TXN100241,1809.09,bank_timeout,bank_timeout,retry_24h,True,retry_24h,True
TXN100242,3545.71,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100243,6233.93,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100244,2011.62,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100245,6227.1,network_error,network_error,retry_immediate,False,retry_24h,False
TXN100246,1389.11,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,True
TXN100247,8432.34,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100248,2477.16,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100249,2086.27,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100250,1460.84,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100251,2061.27,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100252,1025.24,bank_timeout,bank_timeout,retry_24h,True,retry_24h,False
TXN100253,3139.91,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100254,12221.25,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100255,1191.75,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100256,3941.36,network_error,network_error,retry_24h,True,retry_24h,False
TXN100257,482.82,network_error,bank_timeout,retry_2h,False,retry_24h,False
TXN100258,1531.88,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100259,1081.41,network_error,network_error,retry_24h,True,retry_24h,True
TXN100260,1460.25,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100261,4023.46,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100262,2660.92,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100263,2501.0,bank_timeout,bank_timeout,retry_2h,False,retry_24h,False
TXN100264,5714.53,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100265,1169.94,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100266,287.87,insufficient_funds,insufficient_funds,suggest_alt_payment_method,True,retry_24h,False
TXN100267,763.2,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100268,1806.59,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100269,2229.46,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100270,1468.61,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100271,1694.8,network_error,bank_timeout,retry_2h,False,retry_24h,True
TXN100272,2071.49,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100273,1794.62,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100274,2979.83,network_error,bank_timeout,retry_2h,False,retry_24h,True
TXN100275,2573.2,network_error,network_error,retry_24h,True,retry_24h,True
TXN100276,2428.47,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100277,1976.78,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100278,1996.25,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100279,3089.52,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100280,1743.92,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100281,3417.41,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100282,6670.54,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100283,1762.43,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100284,555.99,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100285,3103.84,network_error,network_error,retry_immediate,True,retry_24h,True
TXN100286,2320.88,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100287,1179.31,network_error,network_error,retry_immediate,False,retry_24h,False
TXN100288,1739.76,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100289,7619.78,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100290,2714.58,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100291,535.5,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100292,4694.36,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100293,5841.01,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100294,6467.39,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100295,2945.79,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
TXN100296,5012.69,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100297,1569.43,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100298,6352.94,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,True
TXN100299,2393.84,bank_timeout,bank_timeout,retry_2h,True,retry_24h,True
TXN100300,1843.43,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100301,5475.16,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100302,3752.68,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100303,4037.09,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100304,1381.88,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100305,2036.48,network_error,bank_timeout,retry_2h,False,retry_24h,False
TXN100306,5918.79,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100307,4308.23,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,False
TXN100308,734.07,insufficient_funds,insufficient_funds,suggest_alt_payment_method,True,retry_24h,False
TXN100309,1358.3,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100310,128.48,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100311,4127.2,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100312,1070.68,network_error,network_error,retry_immediate,False,retry_24h,True
TXN100313,1041.77,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100314,802.54,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100315,1433.72,network_error,network_error,retry_immediate,True,retry_24h,False
TXN100316,3408.47,bank_timeout,network_error,retry_immediate,False,retry_24h,False
TXN100317,12628.66,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100318,3344.6,insufficient_funds,insufficient_funds,retry_72h,True,retry_24h,False
TXN100319,8216.6,insufficient_funds,insufficient_funds,retry_72h,False,retry_24h,True
TXN100320,5802.62,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,True
TXN100321,1972.9,bank_timeout,network_error,retry_immediate,True,retry_24h,False
TXN100322,1281.14,bank_timeout,bank_timeout,retry_2h,False,retry_24h,True
TXN100323,5461.12,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,True,retry_24h,False
TXN100324,7309.6,fraud_false_positive,fraud_false_positive,suggest_alt_payment_method,False,retry_24h,False
TXN100325,660.25,bank_timeout,bank_timeout,retry_2h,True,retry_24h,False
